Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"L2766742", 12.47, 2,    7267.69, -167.1,    1.0095, 0, 0, 0, 0, 0, 0, 0, 0
"M1026972", 12.47, 2,    7150.35, -166.9,   0.99316, 0, 0, 0, 0, 0, 0, 0, 0
"L2860483", 12.47, 2,    7150.12, -166.9,   0.99313, 0, 0, 0, 0, 0, 0, 0, 0
"L2860490", 12.47, 1,    7296.44,  -40.8,    1.0135, 2,    7253.42, -161.6,    1.0075, 3,    7430.68,   79.9,    1.0321
"L3104134", 12.47, 1,    7290.85,  -40.8,    1.0127, 2,    7248.39, -161.6,    1.0068, 3,    7428.87,   79.9,    1.0319
"M1089144", 12.47, 1,    7035.91,  -39.6,   0.97727, 0, 0, 0, 0, 0, 0, 0, 0
"P827522", 12.47, 1,     7035.9,  -39.6,   0.97727, 0, 0, 0, 0, 0, 0, 0, 0
"M1089118", 12.47, 1,    7470.04,  -40.0,    1.0376, 2,    7448.21, -160.4,    1.0345, 3,    7464.45,   80.6,    1.0368
"L3048208", 12.47, 1,    7469.98,  -40.0,    1.0376, 0, 0, 0, 0, 0, 0, 0, 0
"M1108505", 12.47, 1,    6786.02,  -41.4,   0.94256, 2,    7040.12, -162.5,   0.97785, 3,    7458.15,   81.4,    1.0359
"L2955047", 12.47, 1,    6780.15,  -41.4,   0.94174, 2,    7036.77, -162.6,   0.97739, 3,    7458.18,   81.4,    1.0359
"M1089148", 12.47, 1,    7032.98,  -39.6,   0.97686, 0, 0, 0, 0, 0, 0, 0, 0
"L2766721", 12.47, 1,    7032.87,  -39.6,   0.97685, 0, 0, 0, 0, 0, 0, 0, 0
"M1026745", 12.47, 2,    7104.66, -167.1,   0.98682, 0, 0, 0, 0, 0, 0, 0, 0
"L3029183", 12.47, 2,    7104.56, -167.1,    0.9868, 0, 0, 0, 0, 0, 0, 0, 0
"L2710512", 12.47, 2,    7121.48, -167.0,   0.98916, 0, 0, 0, 0, 0, 0, 0, 0
"M1047828", 12.47, 2,    7117.06, -167.0,   0.98854, 0, 0, 0, 0, 0, 0, 0, 0
"M1047342", 12.47, 1,    7282.47,  -40.8,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0
"L3197645", 12.47, 1,    7282.35,  -40.8,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0
"M1069192", 12.47, 1,    7393.13,  -40.3,    1.0269, 0, 0, 0, 0, 0, 0, 0, 0
"L3235253", 12.47, 1,    7392.99,  -40.3,    1.0269, 0, 0, 0, 0, 0, 0, 0, 0
"L3214071", 12.47, 1,    7017.42,  -39.5,    0.9747, 2,    7154.06, -160.2,   0.99368, 3,    7461.39,   82.1,    1.0364
"M1125952", 12.47, 1,    7010.03,  -39.6,   0.97368, 2,    7149.94, -160.3,   0.99311, 3,    7461.16,   82.1,    1.0363
"M1027101", 12.47, 2,    7118.03, -167.0,   0.98868, 0, 0, 0, 0, 0, 0, 0, 0
"L2860480", 12.47, 2,    7117.72, -167.0,   0.98863, 0, 0, 0, 0, 0, 0, 0, 0
"L2710517", 12.47, 1,    7159.08,  -44.7,   0.99438, 0, 0, 0, 0, 0, 0, 0, 0
"M1026646", 12.47, 1,    7157.62,  -44.7,   0.99418, 0, 0, 0, 0, 0, 0, 0, 0
"M1069662", 12.47, 2,    7249.82, -165.3,     1.007, 0, 0, 0, 0, 0, 0, 0, 0
"L2935547", 12.47, 2,    7249.76, -165.3,     1.007, 0, 0, 0, 0, 0, 0, 0, 0
"M1026931", 12.47, 1,    7280.23,  -44.8,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0
"L3216336", 12.47, 1,    7279.72,  -44.8,    1.0111, 0, 0, 0, 0, 0, 0, 0, 0
"L3142049", 12.47, 1,    6818.06,  -41.1,   0.94701, 2,    7055.79, -162.2,   0.98003, 3,    7458.63,   81.5,     1.036
"M1108493", 12.47, 1,    6808.31,  -41.2,   0.94566, 2,       7051, -162.3,   0.97937, 3,    7458.47,   81.5,     1.036
"M1069169", 12.47, 1,    7398.25,  -40.3,    1.0276, 2,    7379.07, -160.8,    1.0249, 3,    7433.44,   80.3,    1.0325
"L3010556", 12.47, 1,    7391.39,  -40.3,    1.0266, 2,     7370.4, -160.9,    1.0237, 3,    7432.98,   80.3,    1.0324
"L2991933", 12.47, 3,    7418.86,   79.6,    1.0305, 0, 0, 0, 0, 0, 0, 0, 0
"L3122837", 12.47, 3,    7418.19,   79.6,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"L2691936", 12.47, 1,    7279.18,  -44.8,    1.0111, 0, 0, 0, 0, 0, 0, 0, 0
"L2897772", 12.47, 1,     7232.6,  -40.8,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0
"L3101814", 12.47, 1,     7232.6,  -40.8,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0
"L2766732", 12.47, 2,    7200.99, -161.7,    1.0002, 0, 0, 0, 0, 0, 0, 0, 0
"L2989564", 12.47, 2,    7250.13, -165.3,     1.007, 0, 0, 0, 0, 0, 0, 0, 0
"M1126016", 12.47, 1,    6770.78,  -41.4,   0.94044, 0, 0, 0, 0, 0, 0, 0, 0
"L3120534", 12.47, 1,    6770.41,  -41.4,   0.94039, 0, 0, 0, 0, 0, 0, 0, 0
"M1026330", 12.47, 1,    7174.35,  -40.7,    0.9965, 2,    7089.48, -161.9,   0.98471, 3,    7419.71,   80.0,    1.0306
"L2766726", 12.47, 2,    7089.43, -161.9,    0.9847, 0, 0, 0, 0, 0, 0, 0, 0
"P901912", 12.47, 2,     7374.6, -166.3,    1.0243, 0, 0, 0, 0, 0, 0, 0, 0
"L3195365", 12.47, 2,     7374.6, -166.3,    1.0243, 0, 0, 0, 0, 0, 0, 0, 0
"M1108381", 12.47, 1,    6871.32,  -40.4,   0.95441, 2,     7064.8, -161.5,   0.98128, 3,    7453.57,   81.8,    1.0353
"L3254237", 12.47, 1,    6870.11,  -40.4,   0.95424, 2,    7064.01, -161.5,   0.98117, 3,    7452.91,   81.8,    1.0352
"L2804262", 12.47, 1,    7299.21,  -44.8,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"L2841639", 12.47, 1,    7296.82,  -44.8,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"N1230123", 12.47, 2,    7071.45, -161.5,   0.98221, 0, 0, 0, 0, 0, 0, 0, 0
"L2708744", 12.47, 2,    7069.84, -161.5,   0.98198, 0, 0, 0, 0, 0, 0, 0, 0
"M1069519", 12.47, 1,     7234.4,  -43.1,    1.0048, 2,    7337.48, -165.1,    1.0192, 3,    7517.65,   80.3,    1.0442
"P901927", 12.47, 2,    7337.46, -165.1,    1.0192, 0, 0, 0, 0, 0, 0, 0, 0
"L2897790", 12.47, 3,    7521.94,   80.3,    1.0448, 0, 0, 0, 0, 0, 0, 0, 0
"L2935566", 12.47, 3,    7521.81,   80.3,    1.0448, 0, 0, 0, 0, 0, 0, 0, 0
"L3216337", 12.47, 1,    7280.18,  -44.8,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0
"P901931", 12.47, 3,    7522.18,   80.3,    1.0448, 0, 0, 0, 0, 0, 0, 0, 0
"M1069548", 12.47, 3,    7522.16,   80.3,    1.0448, 0, 0, 0, 0, 0, 0, 0, 0
"M1010013", 12.47, 1,    7107.18,  -45.1,   0.98717, 0, 0, 0, 0, 0, 0, 0, 0
"L3120503", 12.47, 1,    7107.13,  -45.1,   0.98716, 0, 0, 0, 0, 0, 0, 0, 0
"M1089145", 12.47, 1,    7035.71,  -39.6,   0.97724, 2,    7033.08, -160.0,   0.97688, 3,    7315.34,   81.1,    1.0161
"L3215385", 12.47, 1,    7035.63,  -39.6,   0.97723, 2,    7032.96, -160.0,   0.97686, 3,    7315.26,   81.1,    1.0161
"M1026852", 12.47, 1,     7293.9,  -44.8,    1.0131, 2,    7375.44, -166.7,    1.0244, 3,    7444.47,   79.7,     1.034
"M1069420", 12.47, 1,    7301.05,  -44.3,    1.0141, 2,     7241.3, -166.8,    1.0058, 3,    7352.33,   79.1,    1.0212
"L3157708", 12.47, 3,    7430.81,   79.7,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0
"N1137991", 12.47, 3,     7430.8,   79.7,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0
"M1108413", 12.47, 1,    6876.11,  -40.5,   0.95507, 0, 0, 0, 0, 0, 0, 0, 0
"M1108460", 12.47, 1,    6873.67,  -40.5,   0.95473, 0, 0, 0, 0, 0, 0, 0, 0
"P827532", 12.47, 1,    7260.81,  -40.8,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0
"M1047326", 12.47, 1,    7260.79,  -40.8,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0
"E182732", 12.47, 1,    7250.08,  -44.5,     1.007, 2,    7378.69, -166.2,    1.0249, 3,    7362.07,   79.8,    1.0226
"M1026760", 12.47, 1,    7249.24,  -44.5,    1.0069, 2,     7378.6, -166.2,    1.0249, 3,    7361.58,   79.8,    1.0225
"L3048205", 12.47, 3,    7331.03,   81.5,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0
"M1108361", 12.47, 3,    7317.98,   81.4,    1.0164, 0, 0, 0, 0, 0, 0, 0, 0
"M3036169", 12.47, 1,    7162.28,  -44.7,   0.99482, 0, 0, 0, 0, 0, 0, 0, 0
"L2673317", 12.47, 1,     7162.2,  -44.7,   0.99481, 0, 0, 0, 0, 0, 0, 0, 0
"L3178981", 12.47, 2,     7259.3, -161.5,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0
"M1047368", 12.47, 2,    7247.43, -161.6,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0
"N1136354", 12.47, 1,     7232.9,  -43.1,    1.0046, 2,     7333.9, -165.1,    1.0187, 3,    7520.33,   80.3,    1.0446
"L2879794", 12.47, 1,    7168.59,  -38.6,    0.9957, 0, 0, 0, 0, 0, 0, 0, 0
"M1142811", 12.47, 1,    7168.31,  -38.6,   0.99566, 0, 0, 0, 0, 0, 0, 0, 0
"M1069565", 12.47, 2,    7296.85, -165.2,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"L2785536", 12.47, 2,    7296.56, -165.2,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"L3104114", 12.47, 2,    7252.55, -167.1,    1.0074, 0, 0, 0, 0, 0, 0, 0, 0
"M1009824", 12.47, 2,    7249.44, -167.1,    1.0069, 0, 0, 0, 0, 0, 0, 0, 0
"L2745848", 12.47, 1,    7317.46,  -44.4,    1.0164, 2,    7301.35, -166.5,    1.0141, 3,    7371.87,   79.3,    1.0239
"L2673308", 12.47, 1,    7316.49,  -44.4,    1.0162, 2,    7298.01, -166.5,    1.0137, 3,    7370.92,   79.3,    1.0238
"L2991939", 12.47, 1,    7314.62,  -44.4,     1.016, 2,    7291.67, -166.6,    1.0128, 3,    7368.97,   79.3,    1.0235
"L2916606", 12.47, 3,    7350.58,   81.5,     1.021, 0, 0, 0, 0, 0, 0, 0, 0
"L2822864", 12.47, 3,    7350.48,   81.5,     1.021, 0, 0, 0, 0, 0, 0, 0, 0
"M1142851", 12.47, 1,    7157.54,  -38.5,   0.99416, 2,    7233.75, -158.9,    1.0047, 3,    7468.22,   82.6,    1.0373
"196-31070", 12.47, 1,    7155.61,  -38.5,    0.9939, 2,    7232.64, -158.9,    1.0046, 3,    7468.08,   82.6,    1.0373
"M1209822", 12.47, 3,    7455.06,   84.9,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"M1209823", 12.47, 3,    7451.84,   84.9,     1.035, 0, 0, 0, 0, 0, 0, 0, 0
"M1069550", 12.47, 2,    7301.12, -165.2,    1.0141, 0, 0, 0, 0, 0, 0, 0, 0
"M1069551", 12.47, 2,    7300.75, -165.2,    1.0141, 0, 0, 0, 0, 0, 0, 0, 0
"L3141397", 12.47, 2,    7149.98, -166.9,   0.99311, 0, 0, 0, 0, 0, 0, 0, 0
"L3649299", 12.47, 1,    7331.57,  -44.6,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0
"M3772794", 12.47, 1,    7331.51,  -44.6,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0
"P895106", 12.47, 2,    7118.86, -160.9,   0.98879, 0, 0, 0, 0, 0, 0, 0, 0
"L3048887", 12.47, 2,    7118.42, -160.9,   0.98873, 0, 0, 0, 0, 0, 0, 0, 0
"M1047824", 12.47, 2,    7124.12, -167.0,   0.98952, 0, 0, 0, 0, 0, 0, 0, 0
"M1047834", 12.47, 2,    7119.69, -167.0,   0.98891, 0, 0, 0, 0, 0, 0, 0, 0
"M1069350", 12.47, 1,    7298.06,  -44.3,    1.0137, 2,    7208.21, -166.8,    1.0012, 3,    7331.48,   78.9,    1.0183
"N1144668", 12.47, 1,    7298.33,  -44.3,    1.0137, 2,    7208.05, -166.8,    1.0012, 3,    7330.61,   78.9,    1.0182
"L2879072", 12.47, 2,    7163.34, -167.0,   0.99497, 0, 0, 0, 0, 0, 0, 0, 0
"M1047441", 12.47, 2,    7148.92, -167.0,   0.99297, 0, 0, 0, 0, 0, 0, 0, 0
"M1108274", 12.47, 2,     7437.2, -160.4,     1.033, 0, 0, 0, 0, 0, 0, 0, 0
"M1108269", 12.47, 2,    7437.09, -160.4,     1.033, 0, 0, 0, 0, 0, 0, 0, 0
"L3235244", 12.47, 1,    7289.59,  -44.3,    1.0125, 0, 0, 0, 0, 0, 0, 0, 0
"M1069398", 12.47, 1,     7289.2,  -44.3,    1.0125, 0, 0, 0, 0, 0, 0, 0, 0
"N1147862", 12.47, 1,    7229.29,  -44.9,    1.0041, 0, 0, 0, 0, 0, 0, 0, 0
"L2685805", 12.47, 1,    7229.14,  -44.9,    1.0041, 0, 0, 0, 0, 0, 0, 0, 0
"M1069247", 12.47, 1,    7298.52,  -44.3,    1.0137, 0, 0, 0, 0, 0, 0, 0, 0
"M1069248", 12.47, 1,    7298.27,  -44.3,    1.0137, 0, 0, 0, 0, 0, 0, 0, 0
"L2786273", 12.47, 2,     7436.5, -160.4,    1.0329, 0, 0, 0, 0, 0, 0, 0, 0
"M1108278", 12.47, 2,    7435.98, -160.4,    1.0328, 0, 0, 0, 0, 0, 0, 0, 0
"L3254238", 12.47, 1,    7226.68,  -40.8,    1.0038, 2,    7176.78, -161.7,   0.99684, 3,     7411.4,   79.9,    1.0294
"M1047303", 12.47, 1,    7221.68,  -40.7,    1.0031, 2,    7169.16, -161.7,   0.99578, 3,    7409.86,   79.9,    1.0292
"M1047633", 12.47, 3,    7467.97,   79.6,    1.0373, 0, 0, 0, 0, 0, 0, 0, 0
"L2897554", 12.47, 3,    7467.42,   79.6,    1.0372, 0, 0, 0, 0, 0, 0, 0, 0
"M1069627", 12.47, 2,     7248.4, -165.3,    1.0068, 0, 0, 0, 0, 0, 0, 0, 0
"L2897791", 12.47, 2,    7246.94, -165.3,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0
"M1089097", 12.47, 2,    7441.08, -160.4,    1.0335, 0, 0, 0, 0, 0, 0, 0, 0
"M1108270", 12.47, 2,    7440.13, -160.4,    1.0334, 0, 0, 0, 0, 0, 0, 0, 0
"N1142101", 12.47, 1,    6823.08,  -41.0,   0.94771, 0, 0, 0, 0, 0, 0, 0, 0
"L2936214", 12.47, 1,    6823.01,  -41.0,    0.9477, 0, 0, 0, 0, 0, 0, 0, 0
"L3066810", 12.47, 3,    7357.45,   79.2,    1.0219, 0, 0, 0, 0, 0, 0, 0, 0
"L2897769", 12.47, 3,     7356.4,   79.2,    1.0218, 0, 0, 0, 0, 0, 0, 0, 0
"M1209758", 12.47, 2,    7385.58, -156.4,    1.0258, 0, 0, 0, 0, 0, 0, 0, 0
"M1209753", 12.47, 2,     7385.1, -156.5,    1.0258, 0, 0, 0, 0, 0, 0, 0, 0
"M1047528", 12.47, 1,    7411.83,  -44.3,    1.0295, 2,    7433.75, -166.3,    1.0325, 3,    7481.82,   79.7,    1.0392
"L2858166", 12.47, 1,    7411.31,  -44.3,    1.0294, 2,    7433.31, -166.3,    1.0325, 3,    7481.66,   79.7,    1.0392
"M1142843", 12.47, 1,    7176.27,  -38.4,   0.99677, 2,    7244.54, -158.7,    1.0062, 3,    7469.61,   82.7,    1.0375
"L3081380", 12.47, 1,    7175.94,  -38.4,   0.99672, 2,    7240.75, -158.7,    1.0057, 3,    7466.68,   82.6,    1.0371
"L2804272", 12.47, 2,    7300.33, -165.2,     1.014, 0, 0, 0, 0, 0, 0, 0, 0
"L2841641", 12.47, 2,    7300.24, -165.2,     1.014, 0, 0, 0, 0, 0, 0, 0, 0
"M1069393", 12.47, 2,    7187.55, -166.9,   0.99833, 0, 0, 0, 0, 0, 0, 0, 0
"M1069408", 12.47, 2,    7182.43, -166.9,   0.99762, 0, 0, 0, 0, 0, 0, 0, 0
"N1142104", 12.47, 1,    6794.17,  -41.3,   0.94369, 2,    7044.09, -162.4,   0.97841, 3,    7458.26,   81.4,    1.0359
"M1108500", 12.47, 1,    6788.94,  -41.3,   0.94297, 2,    7041.54, -162.5,   0.97805, 3,    7458.19,   81.4,    1.0359
"L3216348", 12.47, 1,    7130.18,  -44.8,   0.99036, 0, 0, 0, 0, 0, 0, 0, 0
"L2841627", 12.47, 1,    7128.54,  -44.8,   0.99014, 0, 0, 0, 0, 0, 0, 0, 0
"L2916599", 12.47, 1,    7285.02,  -44.8,    1.0119, 0, 0, 0, 0, 0, 0, 0, 0
"M1047447", 12.47, 2,    7133.53, -167.0,   0.99083, 0, 0, 0, 0, 0, 0, 0, 0
"L2954349", 12.47, 2,    7133.39, -167.0,   0.99081, 0, 0, 0, 0, 0, 0, 0, 0
"L3235246", 12.47, 2,    7124.04, -167.0,   0.98951, 0, 0, 0, 0, 0, 0, 0, 0
"M1125911", 12.47, 2,     7198.1, -159.1,    0.9998, 0, 0, 0, 0, 0, 0, 0, 0
"L2711224", 12.47, 2,    7196.71, -159.1,    0.9996, 0, 0, 0, 0, 0, 0, 0, 0
"N1147863", 12.47, 3,    7428.65,   79.6,    1.0318, 0, 0, 0, 0, 0, 0, 0, 0
"L3122817", 12.47, 3,    7428.64,   79.6,    1.0318, 0, 0, 0, 0, 0, 0, 0, 0
"M1186061", 12.47, 1,    7364.46,  -36.4,    1.0229, 2,    7387.25, -156.4,    1.0261, 3,    7507.71,   84.2,    1.0428
"L2861223", 12.47, 2,    7387.15, -156.4,    1.0261, 0, 0, 0, 0, 0, 0, 0, 0
"M1069130", 12.47, 1,    7309.99,  -40.7,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"L3085396", 12.47, 1,    7309.69,  -40.7,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"E182730", 12.47, 1,    7260.41,  -44.5,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0
"N1142109", 12.47, 1,    7260.33,  -44.5,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"M1069417", 12.47, 1,    7296.95,  -44.3,    1.0135, 2,    7224.13, -166.8,    1.0034, 3,    7346.93,   79.0,    1.0205
"N1138597", 12.47, 1,    7296.61,  -44.3,    1.0135, 2,    7222.73, -166.8,    1.0032, 3,    7346.44,   79.0,    1.0204
"M1026987", 12.47, 2,    7143.22, -166.9,   0.99217, 0, 0, 0, 0, 0, 0, 0, 0
"M1026990", 12.47, 2,     7141.7, -166.9,   0.99196, 0, 0, 0, 0, 0, 0, 0, 0
"M1142832", 12.47, 1,    7175.21,  -38.5,   0.99662, 2,    7232.78, -158.8,    1.0046, 3,     7460.6,   82.5,    1.0363
"L3160865", 12.47, 1,    7174.88,  -38.5,   0.99657, 2,    7230.55, -158.8,    1.0043, 3,    7459.07,   82.5,     1.036
"L2673323", 12.47, 3,    7418.48,   79.6,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"M1009809", 12.47, 3,    7418.29,   79.6,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"L2822869", 12.47, 1,    7322.24,  -44.4,     1.017, 2,    7384.85, -166.3,    1.0257, 3,    7403.91,   79.7,    1.0284
"M1026808", 12.47, 1,    7312.77,  -44.4,    1.0157, 2,    7383.97, -166.2,    1.0256, 3,    7397.79,   79.7,    1.0275
"M1047825", 12.47, 2,    7109.81, -167.0,   0.98753, 0, 0, 0, 0, 0, 0, 0, 0
"M1069731", 12.47, 2,    7108.19, -167.0,   0.98731, 0, 0, 0, 0, 0, 0, 0, 0
"N1140520", 12.47, 3,    7397.78,   79.7,    1.0275, 0, 0, 0, 0, 0, 0, 0, 0
"L2729410", 12.47, 3,    7397.74,   79.7,    1.0275, 0, 0, 0, 0, 0, 0, 0, 0
"L3178978", 12.47, 1,    7152.81,  -44.7,   0.99351, 0, 0, 0, 0, 0, 0, 0, 0
"M1069384", 12.47, 1,    7290.99,  -44.3,    1.0127, 0, 0, 0, 0, 0, 0, 0, 0
"L3066805", 12.47, 1,     7290.9,  -44.3,    1.0127, 0, 0, 0, 0, 0, 0, 0, 0
"M4362181", 12.47, 2,    7114.87, -167.1,   0.98824, 0, 0, 0, 0, 0, 0, 0, 0
"M1047319", 12.47, 3,    7404.71,   79.9,    1.0285, 0, 0, 0, 0, 0, 0, 0, 0
"M1047318", 12.47, 3,    7404.32,   79.9,    1.0284, 0, 0, 0, 0, 0, 0, 0, 0
"L3216358", 12.47, 1,     7272.5,  -44.8,    1.0101, 0, 0, 0, 0, 0, 0, 0, 0
"M1026826", 12.47, 1,    7271.18,  -44.8,    1.0099, 0, 0, 0, 0, 0, 0, 0, 0
"M1108276", 12.47, 2,    7436.81, -160.4,     1.033, 0, 0, 0, 0, 0, 0, 0, 0
"M1089198", 12.47, 1,    7335.43,  -42.3,    1.0189, 2,    7402.96, -163.9,    1.0283, 3,    7506.84,   80.8,    1.0427
"M1089201", 12.47, 1,    7318.82,  -42.5,    1.0166, 2,    7392.89, -164.1,    1.0269, 3,    7507.54,   80.7,    1.0428
"M1047763", 12.47, 1,    7312.35,  -44.1,    1.0157, 2,    7182.78, -166.8,   0.99767, 3,     7507.1,   79.6,    1.0427
"N1136027", 12.47, 1,    7312.06,  -44.1,    1.0156, 0, 0, 0, 0, 0, 0, 0, 0
"L3101827", 12.47, 3,    7501.43,   81.2,    1.0419, 0, 0, 0, 0, 0, 0, 0, 0
"M1108540", 12.47, 3,    7498.43,   81.2,    1.0415, 0, 0, 0, 0, 0, 0, 0, 0
"M1026335", 12.47, 1,    7175.24,  -40.7,   0.99662, 0, 0, 0, 0, 0, 0, 0, 0
"L2804259", 12.47, 1,    7175.12,  -40.7,   0.99661, 0, 0, 0, 0, 0, 0, 0, 0
"N1136357", 12.47, 3,    7522.09,   80.3,    1.0448, 0, 0, 0, 0, 0, 0, 0, 0
"M1047513", 12.47, 1,    7359.91,  -44.4,    1.0223, 2,    7396.73, -166.3,    1.0274, 3,    7430.89,   79.7,    1.0321
"M1047507", 12.47, 1,    7346.31,  -44.4,    1.0204, 2,    7386.85, -166.3,     1.026, 3,    7419.24,   79.7,    1.0305
"M1142863", 12.47, 1,    7137.24,  -38.7,   0.99134, 2,    7221.96, -159.1,    1.0031, 3,    7466.64,   82.5,    1.0371
"N1141480", 12.47, 3,    7466.62,   82.5,    1.0371, 0, 0, 0, 0, 0, 0, 0, 0
"M1125916", 12.47, 2,    7199.42, -159.1,   0.99998, 0, 0, 0, 0, 0, 0, 0, 0
"L2879767", 12.47, 2,    7199.28, -159.1,   0.99996, 0, 0, 0, 0, 0, 0, 0, 0
"L3066809", 12.47, 3,    7364.85,   79.3,     1.023, 0, 0, 0, 0, 0, 0, 0, 0
"M1069487", 12.47, 3,    7363.42,   79.3,    1.0228, 0, 0, 0, 0, 0, 0, 0, 0
"M1142818", 12.47, 1,    7172.81,  -38.6,   0.99628, 2,    7217.07, -159.0,    1.0024, 3,    7449.73,   82.2,    1.0347
"P829965", 12.47, 1,    7171.72,  -38.6,   0.99613, 2,    7216.68, -159.0,    1.0024, 3,    7449.79,   82.2,    1.0348
"Q14733", 12.47, 1,    7519.86,  -44.0,    1.0445, 2,    7517.01, -165.9,    1.0441, 3,    7538.87,   79.9,    1.0471
"M1047568", 12.47, 1,       7517,  -44.0,    1.0441, 2,    7514.86, -165.9,    1.0438, 3,    7537.27,   79.9,    1.0469
"M1047322", 12.47, 1,    7260.73,  -40.8,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0
"L2954338", 12.47, 2,    7248.07, -167.1,    1.0067, 0, 0, 0, 0, 0, 0, 0, 0
"M1047409", 12.47, 1,    7132.01,  -44.8,   0.99062, 0, 0, 0, 0, 0, 0, 0, 0
"L2841648", 12.47, 1,    7131.64,  -44.8,   0.99057, 0, 0, 0, 0, 0, 0, 0, 0
"M1089177", 12.47, 3,    7265.94,   81.3,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0
"M1026951", 12.47, 2,    7305.37, -167.0,    1.0147, 0, 0, 0, 0, 0, 0, 0, 0
"L2954347", 12.47, 2,    7305.12, -167.0,    1.0147, 0, 0, 0, 0, 0, 0, 0, 0
"M4122657", 12.47, 3,    7390.78,   84.8,    1.0266, 0, 0, 0, 0, 0, 0, 0, 0
"L3027124", 12.47, 3,    7390.36,   84.8,    1.0265, 0, 0, 0, 0, 0, 0, 0, 0
"M1069419", 12.47, 1,    7298.44,  -44.3,    1.0137, 2,    7230.35, -166.8,    1.0043, 3,    7348.88,   79.0,    1.0207
"M1069418", 12.47, 1,    7297.91,  -44.3,    1.0137, 2,    7228.14, -166.8,     1.004, 3,    7348.19,   79.0,    1.0206
"M1026824", 12.47, 1,    7215.32,  -44.9,    1.0022, 2,    7279.55, -167.1,    1.0111, 3,    7420.24,   79.6,    1.0307
"P859694", 12.47, 3,    7420.14,   79.6,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"M1047453", 12.47, 2,    7119.42, -167.1,   0.98887, 0, 0, 0, 0, 0, 0, 0, 0
"L2691948", 12.47, 2,    7119.34, -167.1,   0.98886, 0, 0, 0, 0, 0, 0, 0, 0
"P860892", 12.47, 3,    7426.74,   80.5,    1.0316, 0, 0, 0, 0, 0, 0, 0, 0
"N1139543", 12.47, 3,    7426.68,   80.5,    1.0315, 0, 0, 0, 0, 0, 0, 0, 0
"M1089205", 12.47, 1,    7312.47,  -42.5,    1.0157, 0, 0, 0, 0, 0, 0, 0, 0
"N1134472", 12.47, 1,    7312.43,  -42.5,    1.0157, 0, 0, 0, 0, 0, 0, 0, 0
"L2710542", 12.47, 2,    7277.04, -167.1,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0
"M3032980", 12.47, 1,     7367.3,  -36.4,    1.0233, 2,    7390.73, -156.4,    1.0266, 3,     7510.3,   84.3,    1.0432
"M3032977", 12.47, 1,    7331.99,  -36.8,    1.0184, 2,    7364.09, -156.8,    1.0229, 3,    7502.48,   84.0,    1.0421
"M3763618", 12.47, 1,    7358.55,  -44.5,    1.0221, 2,    7402.15, -166.5,    1.0281, 3,    7460.86,   79.6,    1.0363
"P1121282", 12.47, 3,    7460.85,   79.6,    1.0363, 0, 0, 0, 0, 0, 0, 0, 0
"L2917330", 12.47, 1,    7167.82,  -38.6,   0.99559, 0, 0, 0, 0, 0, 0, 0, 0
"L2861222", 12.47, 1,     7167.5,  -38.6,   0.99555, 0, 0, 0, 0, 0, 0, 0, 0
"M1047490", 12.47, 1,     7329.7,  -44.4,    1.0181, 2,    7360.65, -166.4,    1.0224, 3,    7402.14,   79.6,    1.0281
"P1164481", 12.47, 1,    7328.62,  -44.4,    1.0179, 0, 0, 0, 0, 0, 0, 0, 0
"M1069356", 12.47, 3,    7329.24,   78.9,     1.018, 0, 0, 0, 0, 0, 0, 0, 0
