Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.LN5589094-1,    31.7519,    70.03,          0,     0.00,          0,     0.00,          0,     0.00,    31.7519,    70.03,    31.7522,  -109.98,          0,     0.00,          0,     0.00,          0,     0.00,    31.7522,  -109.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5954983-1,    16.9838,   -59.78,          0,     0.00,          0,     0.00,          0,     0.00,    16.9838,   -59.78,    16.9842,   120.21,          0,     0.00,          0,     0.00,          0,     0.00,    16.9842,   120.21,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5924696-2,   0.758608,   -59.20,          0,     0.00,          0,     0.00,          0,     0.00,   0.758608,   -59.20,   0.758806,   120.74,          0,     0.00,          0,     0.00,          0,     0.00,   0.758806,   120.74,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6506311-4, 4.8616E-005,    51.21, 5.19646E-005,   -68.21,   0.857384,    66.95,          0,     0.00,   0.857394,    66.95, 3.93777E-010,  -117.51, 1.63507E-010,   -20.85,   0.857394,  -113.05,          0,     0.00,   0.857394,  -113.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653493-1,    17.1173,   178.03,          0,     0.00,          0,     0.00,          0,     0.00,    17.1173,   178.03,    17.1174,    -1.97,          0,     0.00,          0,     0.00,          0,     0.00,    17.1174,    -1.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5684836-1,    329.276,   -49.03,    322.091,  -170.98,    223.819,    79.46,          0,     0.00,    99.9995,  -127.78,    329.276,   130.97,    322.092,     9.02,    223.819,  -100.54,          0,     0.00,    99.9994,    52.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5715016-3,     0.7776,   -53.81,          0,     0.00,          0,     0.00,          0,     0.00,     0.7776,   -53.81,   0.777934,   126.10,          0,     0.00,          0,     0.00,          0,     0.00,   0.777934,   126.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6138614-1,    56.5107,    -9.26,    57.1354,  -131.51,    43.4681,   138.38,          0,     0.00,    27.2435,  -122.38,    56.5097,   170.74,    57.1345,    48.49,    43.4664,   -41.62,          0,     0.00,    27.2435,    57.62,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6077781-2,    261.281,   -59.43,     239.28,   178.33,    194.524,    64.74,          0,     0.00,     48.108,  -118.97,    261.282,   120.57,    239.281,    -1.67,    194.525,  -115.26,          0,     0.00,     48.108,    61.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5675121-1,   0.567846,    66.13,          0,     0.00,          0,     0.00,          0,     0.00,   0.567846,    66.13,   0.568278,  -114.03,          0,     0.00,          0,     0.00,          0,     0.00,   0.568278,  -114.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5773046-1,    34.6609,   179.82,          0,     0.00,          0,     0.00,          0,     0.00,    34.6609,   179.82,    34.6613,    -0.18,          0,     0.00,          0,     0.00,          0,     0.00,    34.6613,    -0.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6380809-2,    23.1027,   -59.02,    71.5116,   178.30,    8.00193,    65.00,          0,     0.00,    57.1671,  -169.49,    23.1028,   120.98,    71.5116,    -1.70,    8.00198,  -115.00,          0,     0.00,    57.1671,    10.51,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6018326-1,    1.70756,    68.78,          0,     0.00,          0,     0.00,          0,     0.00,    1.70756,    68.78,    1.70783,  -111.25,          0,     0.00,          0,     0.00,          0,     0.00,    1.70783,  -111.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472356-1,   0.570119,   178.13,          0,     0.00,          0,     0.00,          0,     0.00,   0.570119,   178.13,   0.570402,    -1.98,          0,     0.00,          0,     0.00,          0,     0.00,   0.570402,    -1.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6139641-1,    398.087,   -50.14,    382.036,  -171.79,    265.472,    77.51,          0,     0.00,    120.383,  -123.01,    398.087,   129.86,    382.037,     8.21,    265.472,  -102.49,          0,     0.00,    120.383,    56.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6018341-1,    101.002,   -29.44,    114.973,  -153.80,    150.444,    82.61,          0,     0.00,    48.9506,    85.14,    101.002,   150.55,    114.973,    26.20,    150.443,   -97.39,          0,     0.00,    48.9505,   -94.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017302-1,     2.0748,   -55.43,    39.4112,  -176.84,   0.861067,    65.46,          0,     0.00,    37.9431,  -175.32,    2.07517,   124.53,    39.4117,     3.16,   0.861346,  -114.64,          0,     0.00,     37.943,     4.68,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199505-1,   0.563045,   177.92,          0,     0.00,          0,     0.00,          0,     0.00,   0.563045,   177.92,   0.563206,    -2.14,          0,     0.00,          0,     0.00,          0,     0.00,   0.563206,    -2.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5682327-1,    19.2959,   -59.68,          0,     0.00,          0,     0.00,          0,     0.00,    19.2959,   -59.68,    19.2959,   120.32,          0,     0.00,          0,     0.00,          0,     0.00,    19.2959,   120.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290243-1,    2.85394,  -176.56,          0,     0.00,          0,     0.00,          0,     0.00,    2.85394,  -176.56,    2.85424,     3.42,          0,     0.00,          0,     0.00,          0,     0.00,    2.85424,     3.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.X8223_48332_SW,    78.7269,   -24.19,    83.8995,  -147.68,    45.9079,   130.30,          0,     0.00,    51.0002,  -124.36,    78.7269,   155.81,    83.8995,    32.32,    45.9079,   -49.70,          0,     0.00,    51.0002,    55.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6413567-3,    78.7269,   -24.19,    83.8996,  -147.68,    45.9082,   130.30,          0,     0.00,    51.0002,  -124.36,    78.7269,   155.81,    83.8995,    32.32,    45.9079,   -49.70,          0,     0.00,    51.0002,    55.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5591731-3,    353.535,   -49.51,    325.704,  -171.05,    226.332,    79.32,          0,     0.00,    109.353,  -117.36,    353.535,   130.49,    325.704,     8.95,    226.332,  -100.68,          0,     0.00,    109.353,    62.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653470-1,    1.29228,   -59.54,    1.38609,   178.86,    1.45628,    64.88,          0,     0.00,   0.258075,   115.85,    1.29268,   120.41,    1.38652,    -1.19,    1.45652,  -115.17,          0,     0.00,    0.25807,   -64.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017316-1,    34.5801,   177.99,          0,     0.00,          0,     0.00,          0,     0.00,    34.5801,   177.99,    34.5806,    -2.02,          0,     0.00,          0,     0.00,          0,     0.00,    34.5806,    -2.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5926299-1,    2.86045,   178.18,          0,     0.00,          0,     0.00,          0,     0.00,    2.86045,   178.18,    2.86072,    -1.84,          0,     0.00,          0,     0.00,          0,     0.00,    2.86072,    -1.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683831-1,    47.2836,   -55.58,    51.2351,  -176.74,    23.4839,    65.18,          0,     0.00,    25.2331,  -125.26,     47.284,   124.42,    51.2356,     3.26,    23.4843,  -114.82,          0,     0.00,    25.2331,    54.74,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6352700-1,    5.29312,   -54.44,          0,     0.00,          0,     0.00,          0,     0.00,    5.29312,   -54.44,    5.29313,   125.56,          0,     0.00,          0,     0.00,          0,     0.00,    5.29313,   125.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6047570-1,    0.74692,   -54.96,          0,     0.00,          0,     0.00,          0,     0.00,    0.74692,   -54.96,   0.747129,   124.98,          0,     0.00,          0,     0.00,          0,     0.00,   0.747129,   124.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5624342-1,     330.64,   -49.06,    325.708,  -171.06,    223.819,    79.46,          0,     0.00,    102.799,  -128.60,     330.64,   130.94,    325.709,     8.94,    223.819,  -100.54,          0,     0.00,    102.799,    51.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259992-1,     1.3255,   -54.52,          0,     0.00,          0,     0.00,          0,     0.00,     1.3255,   -54.52,     1.3257,   125.45,          0,     0.00,          0,     0.00,          0,     0.00,     1.3257,   125.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5841919-1,   0.861901,   178.02,          0,     0.00,          0,     0.00,          0,     0.00,   0.861901,   178.02,   0.862309,    -2.09,          0,     0.00,          0,     0.00,          0,     0.00,   0.862309,    -2.09,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6380811-1,    16.3941,   178.18,          0,     0.00,          0,     0.00,          0,     0.00,    16.3941,   178.18,    16.3948,    -1.83,          0,     0.00,          0,     0.00,          0,     0.00,    16.3948,    -1.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683832-1,    1.27977,   -55.72,          0,     0.00,          0,     0.00,          0,     0.00,    1.27977,   -55.72,    1.28011,   124.23,          0,     0.00,          0,     0.00,          0,     0.00,    1.28011,   124.23,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6077778-1,    1.26051,   -55.26,          0,     0.00,          0,     0.00,          0,     0.00,    1.26051,   -55.26,    1.26089,   124.68,          0,     0.00,          0,     0.00,          0,     0.00,    1.26089,   124.68,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5561442-2,    396.108,   -50.12,    382.042,  -171.79,    260.401,    77.71,          0,     0.00,    124.734,  -123.44,    396.108,   129.88,    382.042,     8.21,    260.401,  -102.29,          0,     0.00,    124.734,    56.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259983-1,    1.43635,   178.18,          0,     0.00,          0,     0.00,          0,     0.00,    1.43635,   178.18,    1.43709,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,    1.43709,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
